ID,Age,Gender,Education,Income,PlayerType,GameHoursPerWeek,GE1,GE2,GE3,GE4,CS1,CS2,CS3,CI1,CI2,CI3,CI4,NOS1,NOS2,NOS3,COG1,COG2,COG3,AFF1,AFF2,AFF3,RISK1,RISK2,RISK3,RES1,RES2,RES3,RES4,GAP1,GAP2,GAP3,TI1,TI2,TI3,REC1,REC2,Duration_sec,SubmitTime,IP_Location,item_std,item_count,missing_ratio,GE_mean,TI_mean,max_streak
74,2,2,3.0,4.0,3,20,5.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,1.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,5.0,5.0,3.0,3.0,253,2025-03-03 02:20:00,其他,1.0923723316362282,35,0.0,3.75,4.666666666666667,6
75,2,1,2.0,3.0,2,4,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,358,2025-03-03 06:08:00,浙江,0.9631879839558708,35,0.0,3.5,2.6666666666666665,4
76,2,1,1.0,2.0,1,10,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,414,2025-03-02 19:50:00,四川,0.9102589898327995,35,0.0,3.25,2.6666666666666665,6
77,1,2,1.0,4.0,1,35,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,1.0,1.0,293,2025-03-02 22:55:00,浙江,1.2589177691890094,35,0.0,2.25,2.3333333333333335,4
78,2,1,3.0,2.0,2,70,3.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,,4.0,5.0,4.0,4.0,1.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,621,2025-03-03 04:33:00,广东,1.1348474733984246,34,0.02857142857142857,3.75,4.333333333333333,4
79,3,1,2.0,2.0,3,55,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,254,2025-03-03 11:28:00,浙江,1.0427823157223146,35,0.0,4.0,4.666666666666667,6
80,3,2,2.0,1.0,3,42,4.0,4.0,3.0,3.0,5.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,314,2025-03-03 06:26:00,江苏,0.8431633114337336,35,0.0,3.5,4.0,7
81,2,2,1.0,2.0,3,18,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,369,2025-03-03 02:18:00,其他,0.87735277919413,35,0.0,4.0,4.0,4
82,2,2,2.0,,2,52,3.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,1.0,5.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,477,2025-03-03 07:31:00,江苏,1.1682062670406033,35,0.0,3.0,3.0,2
83,3,1,2.0,1.0,2,12,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,409,2025-03-03 09:51:00,浙江,0.8859311201102668,35,0.0,4.0,3.6666666666666665,3
84,1,1,1.0,2.0,2,25,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,5.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,411,2025-03-03 13:33:00,山东,0.8486121625899217,34,0.02857142857142857,2.25,3.0,5
85,2,1,2.0,3.0,2,15,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,539,2025-03-03 11:59:00,浙江,0.8840320158467209,35,0.0,3.5,3.0,5
86,2,2,2.0,5.0,1,3,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,304,2025-03-02 18:32:00,上海,1.079215401276752,35,0.0,2.0,3.3333333333333335,5
87,1,1,1.0,2.0,1,15,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,5.0,5.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,,,,,,314,2025-03-03 15:57:00,浙江,1.1591713250937241,30,0.14285714285714285,1.25,,4
89,3,2,2.0,1.0,3,15,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,1.0,447,2025-03-02 21:56:00,浙江,0.9721500694726908,33,0.05714285714285714,3.25,3.0,7
90,1,1,2.0,1.0,3,36,3.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,482,2025-03-03 19:41:00,浙江,1.0395538797520611,35,0.0,2.75,2.0,7
91,2,2,2.0,1.0,3,60,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,268,2025-03-03 20:05:00,浙江,1.2244017575393895,35,0.0,3.75,4.0,4
92,2,1,,1.0,1,30,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,385,2025-03-03 21:06:00,广东,0.998317913022793,35,0.0,2.25,1.3333333333333333,5
93,3,2,2.0,1.0,3,16,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,4.0,472,2025-03-03 11:56:00,四川,0.8868791472623198,35,0.0,4.5,4.333333333333333,3
94,1,2,2.0,3.0,2,14,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,527,2025-03-03 11:05:00,浙江,1.0674716850199484,35,0.0,2.0,3.0,5
95,1,1,2.0,3.0,2,20,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,401,2025-03-03 10:59:00,广东,1.1053726699605877,35,0.0,1.25,1.0,6
96,3,1,1.0,2.0,2,29,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,279,2025-03-03 15:07:00,北京,0.9074852129730301,35,0.0,1.75,3.3333333333333335,4
97,4,1,3.0,1.0,2,13,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,2.0,,5.0,2.0,2.0,1.0,2.0,1.0,326,2025-03-03 08:36:00,四川,1.1627768104298608,34,0.02857142857142857,1.0,1.6666666666666667,4
98,2,2,3.0,4.0,2,16,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,420,2025-03-03 22:04:00,江苏,0.33806170189140666,35,0.0,2.75,3.0,10
99,2,1,2.0,,1,70,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,,2.0,3.0,3.0,4.0,3.0,4.0,343,2025-03-03 16:55:00,其他,0.9364856366189408,34,0.02857142857142857,4.5,3.3333333333333335,3
103,3,2,3.0,2.0,2,10,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,164,2025-03-03 17:34:00,河南,0.9941002434954168,35,0.0,2.75,4.333333333333333,3
104,5,1,1.0,2.0,2,49,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,397,2025-03-03 20:15:00,浙江,1.196633934463353,35,0.0,3.25,4.666666666666667,4
106,1,1,2.0,,2,8,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,5.0,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,336,2025-03-03 07:07:00,其他,1.1313078261483283,34,0.02857142857142857,2.25,2.6666666666666665,3
107,2,1,1.0,5.0,1,2,3.0,3.0,3.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,,4.0,4.0,3.0,4.0,,375,2025-03-03 18:20:00,上海,0.8703882797784891,33,0.05714285714285714,3.25,3.6666666666666665,4
108,2,1,4.0,1.0,1,50,3.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,460,2025-03-03 19:56:00,其他,1.037125957683463,35,0.0,2.5,2.6666666666666665,3
110,1,2,1.0,4.0,3,44,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,1.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,235,2025-03-03 15:38:00,广东,1.0100336960848835,35,0.0,4.75,4.0,4
111,2,2,1.0,3.0,2,42,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,,4.0,3.0,3.0,2.0,2.0,438,2025-03-04 01:58:00,江苏,0.9609116289468436,34,0.02857142857142857,1.75,3.3333333333333335,4
112,3,2,4.0,2.0,1,4,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,2.0,,3.0,2.0,2.0,2.0,265,2025-03-03 14:16:00,广东,1.1791413535072044,34,0.02857142857142857,1.75,2.5,6
113,5,2,2.0,1.0,3,60,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,317,2025-03-03 10:56:00,四川,1.2216533775134075,35,0.0,4.5,3.0,4
114,1,1,2.0,1.0,2,11,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,254,2025-03-04 02:11:00,江苏,1.0946777277953053,35,0.0,2.25,2.6666666666666665,4
115,5,1,2.0,2.0,1,4,2.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,232,2025-03-03 09:21:00,江苏,1.2502100663824596,35,0.0,1.75,3.6666666666666665,4
116,3,2,2.0,2.0,3,45,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,,5.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,3.0,388,2025-03-03 18:40:00,上海,1.3040455357687049,34,0.02857142857142857,4.25,4.0,4
117,1,2,2.0,,2,6,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,254,2025-03-03 21:27:00,江苏,1.0395538797520611,35,0.0,4.0,3.6666666666666665,3
119,1,1,2.0,,2,14,2.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,437,2025-03-04 09:50:00,其他,0.9194444797052751,35,0.0,2.75,3.0,5
120,1,2,2.0,,3,70,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,320,2025-03-04 08:17:00,上海,0.9330531792422754,35,0.0,3.25,2.6666666666666665,7
121,4,1,1.0,4.0,1,10,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,355,2025-03-03 14:22:00,四川,1.0674716850199484,35,0.0,1.5,3.3333333333333335,4
122,3,2,2.0,3.0,2,21,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,187,2025-03-03 13:40:00,北京,2.02837021134844,35,0.0,2.0,2.3333333333333335,8
123,3,1,2.0,2.0,2,7,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,511,2025-03-03 16:45:00,江苏,0.87735277919413,35,0.0,2.75,1.3333333333333333,3
124,3,1,3.0,,3,70,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,5.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,396,2025-03-03 14:39:00,河南,1.027356892649263,35,0.0,3.0,2.3333333333333335,3
126,1,1,2.0,4.0,2,21,4.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,1.0,4.0,1.0,4.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,3.0,351,2025-03-04 06:08:00,江苏,1.1398068537544184,35,0.0,4.25,4.0,3
127,1,2,2.0,1.0,3,27,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,,3.0,2.0,1.0,3.0,2.0,,164,2025-03-04 08:43:00,其他,0.9370294518041506,32,0.08571428571428572,3.75,2.0,4
130,2,2,3.0,2.0,2,6,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,440,2025-03-04 03:03:00,北京,0.8451542547285167,35,0.0,4.5,5.0,4
131,1,2,3.0,1.0,1,18,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,443,2025-03-04 10:48:00,山东,0.8321279798143528,35,0.0,2.75,2.3333333333333335,3
132,5,1,2.0,1.0,2,16,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,440,2025-03-04 17:07:00,湖北,1.050810011692061,35,0.0,4.5,3.0,5
135,2,1,4.0,1.0,2,49,5.0,3.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,154,2025-03-03 22:40:00,北京,1.1753776435861016,35,0.0,4.0,3.6666666666666665,4
137,4,2,2.0,2.0,1,6,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,334,2025-03-04 10:13:00,上海,1.1717974414110484,35,0.0,1.25,2.0,3
138,1,1,1.0,2.0,2,8,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,,3.0,2.0,3.0,4.0,4.0,4.0,3.0,371,2025-03-04 07:50:00,山东,1.037616904909863,34,0.02857142857142857,4.0,3.6666666666666665,4
139,2,1,2.0,1.0,2,16,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,,,,,,202,2025-03-04 17:28:00,江苏,0.8683449709106095,30,0.14285714285714285,3.5,,5
140,1,2,3.0,2.0,2,45,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,,1.0,3.0,3.0,4.0,3.0,3.0,475,2025-03-04 11:40:00,广东,0.8961195807649239,34,0.02857142857142857,4.0,3.3333333333333335,7
141,4,2,2.0,1.0,3,11,3.0,5.0,5.0,5.0,3.0,3.0,2.0,,3.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,491,2025-03-04 09:06:00,上海,0.9613752775282003,34,0.02857142857142857,4.5,3.6666666666666665,3
143,3,2,1.0,2.0,2,14,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,197,2025-03-04 03:22:00,广东,1.1500822038577294,35,0.0,3.25,2.0,5
144,2,1,2.0,3.0,2,48,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,,2.0,1.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,236,2025-03-04 17:00:00,江苏,0.9683033657896908,34,0.02857142857142857,2.5,3.6666666666666665,3
145,2,2,2.0,2.0,2,12,3.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,399,2025-03-04 15:15:00,上海,0.9437988676201134,35,0.0,3.75,1.6666666666666667,5
146,5,2,2.0,3.0,3,70,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,459,2025-03-04 16:53:00,其他,0.9166984970282114,35,0.0,2.25,2.3333333333333335,3
147,1,1,3.0,2.0,2,42,5.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,128,2025-03-04 01:20:00,四川,0.8840320158467208,35,0.0,3.75,3.0,4
148,1,2,2.0,1.0,2,21,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,442,2025-03-04 16:06:00,四川,0.9102589898327995,35,0.0,3.25,2.6666666666666665,6
149,2,2,2.0,1.0,2,10,5.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,667,2025-03-04 21:40:00,山东,0.9683033657896908,34,0.02857142857142857,4.0,3.3333333333333335,5
150,2,1,2.0,2.0,2,43,4.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,1.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,370,2025-03-04 04:42:00,北京,0.9508951996262621,35,0.0,3.75,4.666666666666667,3
152,4,2,3.0,1.0,1,4,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,258,2025-03-04 12:59:00,浙江,0.6572159257878978,35,0.0,2.75,3.0,11
153,2,1,2.0,1.0,2,11,4.0,2.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,449,2025-03-04 18:34:00,浙江,1.0516094108276022,35,0.0,3.25,3.3333333333333335,3
154,2,1,2.0,1.0,3,11,3.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,300,2025-03-05 02:45:00,北京,0.9932545604469881,35,0.0,2.75,3.0,7
155,1,1,1.0,2.0,1,11,3.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,437,2025-03-04 23:42:00,广东,1.1973359784864697,35,0.0,3.75,5.0,5
